	2018-01-01	11	-2	4.5	-26.4	60	0	T	T	2
	2018-01-02	10	-4	3.0	-27.7	62	0	T	T	2
	2018-01-03	22	-3	9.5	-21.1	55	0	T	T	1
	2018-01-04	17	11	14.0	-16.4	51	0	0.02	0.7	1
	2018-01-05	13	3	8.0	-22.3	57	0	T	T	2
	2018-01-06	17	0	8.5	-21.6	56	0	T	T	2
	2018-01-07	32	-2	15.0	-15.0	50	0	0.00	0.0	1
	2018-01-08	36	32	34.0	4.1	31	0	0.20	0.7	1
	2018-01-09	38	29	33.5	3.8	31	0	0.00	0.0	1
	2018-01-10	57	29	43.0	13.4	22	0	T	T	T
	2018-01-11	60	52	56.0	26.5	9	0	0.24	0.0	0
	2018-01-12	59	20	39.5	10.1	25	0	0.66	3.5	0
	2018-01-13	20	10	15.0	-14.3	50	0	0.06	1.1	4
	2018-01-14	18	1	9.5	-19.8	55	0	T	T	2
	2018-01-15	28	13	20.5	-8.7	44	0	0.26	3.2	3
	2018-01-16	27	6	16.5	-12.7	48	0	0.03	0.7	5
	2018-01-17	14	7	10.5	-18.6	54	0	T	0.1	5
	2018-01-18	28	7	17.5	-11.6	47	0	0.00	0.0	4
	2018-01-19	38	17	27.5	-1.5	37	0	0.00	0.0	3
	2018-01-20	44	29	36.5	7.5	28	0	T	0.0	3
	2018-01-21	50	39	44.5	15.5	20	0	0.05	0.0	0
	2018-01-22	60	47	53.5	24.5	11	0	0.33	0.0	0
	2018-01-23	50	33	41.5	12.4	23	0	0.02	T	0
	2018-01-24	33	30	31.5	2.4	33	0	0.01	0.3	0
	2018-01-25	39	29	34.0	4.9	31	0	T	T	T
	2018-01-26	56	31	43.5	14.3	21	0	0.00	0.0	0
	2018-01-27	50	41	45.5	16.3	19	0	0.50	0.0	0
	2018-01-28	51	30	40.5	11.2	24	0	0.00	0.0	0
	2018-01-29	41	23	32.0	2.6	33	0	0.01	0.2	0
	2018-01-30	29	17	23.0	-6.5	42	0	T	T	T
	2018-01-31	48	23	35.5	5.9	29	0	0.00	T	0
	Sum	1096	598	-	-	1158	0	2.39	10.5	-
	Average	35.4	19.3	27.3	-2.3	-	-	-	-	1.4
	Normal	37.1	22.0	29.6	-	1099	0	3.00	9.5	-
	2018-02-01	46	17	31.5	1.8	33	0	T	T	0
	2018-02-02	22	11	16.5	-13.4	48	0	T	T	0
	2018-02-03	38	14	26.0	-4.0	39	0	T	T	0
	2018-02-04	41	21	31.0	0.8	34	0	0.15	0.8	T
	2018-02-05	23	10	16.5	-13.8	48	0	T	T	T
	2018-02-06	29	23	26.0	-4.5	39	0	0.01	0.1	T
	2018-02-07	29	13	21.0	-9.7	44	0	0.44	4.4	4
	2018-02-08	25	16	20.5	-10.4	44	0	T	T	3
	2018-02-09	41	25	33.0	2.0	32	0	0.00	0.0	3
	2018-02-10	42	31	36.5	5.2	28	0	0.10	0.0	1
	2018-02-11	40	29	34.5	3.0	30	0	0.22	T	T
	2018-02-12	36	23	29.5	-2.2	35	0	0.00	0.0	0
	2018-02-13	40	21	30.5	-1.4	34	0	0.00	0.0	0
	2018-02-14	57	32	44.5	12.3	20	0	0.29	0.0	0
	2018-02-15	66	55	60.5	28.1	4	0	0.76	0.0	0
	2018-02-16	58	33	45.5	12.9	19	0	0.53	0.0	0
	2018-02-17	35	30	32.5	-0.4	32	0	0.15	0.7	0
	2018-02-18	44	33	38.5	5.3	26	0	0.00	0.0	0
	2018-02-19	69	37	53.0	19.6	12	0	0.36	0.0	0
	2018-02-20	77	60	68.5	34.8	0	4	0.00	0.0	0
	2018-02-21	68	39	53.5	19.5	11	0	0.12	0.0	0
	2018-02-22	48	37	42.5	8.2	22	0	0.41	0.0	0
	2018-02-23	63	43	53.0	18.4	12	0	0.30	0.0	0
	2018-02-24	52	47	49.5	14.6	15	0	1.23	0.0	0
	2018-02-25	60	41	50.5	15.4	14	0	0.18	0.0	0
	2018-02-26	54	32	43.0	7.6	22	0	0.00	0.0	0
	2018-02-27	59	30	44.5	8.7	20	0	0.00	0.0	0
	2018-02-28	63	45	54.0	17.9	11	0	0.00	0.0	0
	Sum	1325	848	-	-	728	4	5.25	6.0	-
	Average	47.3	30.3	38.8	6.3	-	-	-	-	0.4
	Normal	40.8	24.2	32.5	-	910	0	2.41	7.6	-
	2018-03-01	58	35	46.5	10.1	18	0	0.83	T	0
	2018-03-02	42	30	36.0	-0.7	29	0	T	T	0
	2018-03-03	45	25	35.0	-2.0	30	0	0.00	0.0	0
	2018-03-04	48	25	36.5	-0.8	28	0	0.00	0.0	0
	2018-03-05	45	27	36.0	-1.7	29	0	T	0.0	0
	2018-03-06	57	37	47.0	9.0	18	0	T	T	0
	2018-03-07	40	29	34.5	-3.8	30	0	T	T	0
	2018-03-08	33	26	29.5	-9.1	35	0	0.02	0.7	1
	2018-03-09	39	27	33.0	-6.0	32	0	0.01	0.2	T
	2018-03-10	45	20	32.5	-6.8	32	0	0.00	0.0	0
	2018-03-11	45	23	34.0	-5.7	31	0	0.00	0.0	0
	2018-03-12	44	26	35.0	-5.0	30	0	T	T	0
	2018-03-13	40	24	32.0	-8.4	33	0	0.04	0.6	0
	2018-03-14	38	25	31.5	-9.2	33	0	T	0.1	1
	2018-03-15	50	29	39.5	-1.6	25	0	0.00	0.0	0
	2018-03-16	43	22	32.5	-8.9	32	0	T	T	0
	2018-03-17	46	27	36.5	-5.3	28	0	0.03	0.2	0
	2018-03-18	56	22	39.0	-3.2	26	0	0.00	0.0	0
	2018-03-19	61	30	45.5	3.0	19	0	0.00	0.0	0
	2018-03-20	42	33	37.5	-5.4	27	0	0.19	0.5	0
	2018-03-21	36	31	33.5	-9.8	31	0	0.08	0.9	1
	2018-03-22	45	30	37.5	-6.1	27	0	0.00	0.0	T
	2018-03-23	47	26	36.5	-7.5	28	0	0.00	0.0	0
	2018-03-24	43	25	34.0	-10.4	31	0	0.00	0.0	0
	2018-03-25	46	26	36.0	-8.8	29	0	0.00	0.0	0
	2018-03-26	58	34	46.0	0.8	19	0	0.00	0.0	0
	2018-03-27	54	43	48.5	2.9	16	0	0.40	0.0	0
	2018-03-28	57	51	54.0	8.0	11	0	0.43	0.0	0
	2018-03-29	61	43	52.0	5.6	13	0	0.67	0.0	0
	2018-03-30	50	36	43.0	-3.7	22	0	0.26	0.0	0
	2018-03-31	57	31	44.0	-3.1	21	0	T	0.0	0
	Sum	1471	918	-	-	813	0	2.96	3.2	-
	Average	47.5	29.6	38.5	-3.1	-	-	-	-	0.1
	Normal	51.1	32.0	41.6	-	728	2	3.62	4.1	-
	2018-04-01	51	33	42.0	-5.5	23	0	0.10	0.9	0
	2018-04-02	45	31	38.0	-9.9	27	0	0.04	0.5	1
	2018-04-03	62	42	52.0	3.7	13	0	1.95	0.0	0
	2018-04-04	62	32	47.0	-1.7	18	0	0.06	T	0
	2018-04-05	48	30	39.0	-10.1	26	0	T	T	0
	2018-04-06	58	29	43.5	-6.0	21	0	0.18	0.6	0
	2018-04-07	42	28	35.0	-14.9	30	0	T	0.1	1
	2018-04-08	43	25	34.0	-16.3	31	0	0.00	0.0	0
	2018-04-09	38	30	34.0	-16.7	31	0	0.02	0.2	0
	2018-04-10	45	28	36.5	-14.6	28	0	0.00	0.0	0
	2018-04-11	62	32	47.0	-4.5	18	0	0.00	0.0	0
	2018-04-12	79	53	66.0	14.1	0	1	T	0.0	0
	2018-04-13	82	63	72.5	20.2	0	8	0.00	0.0	0
	2018-04-14	75	47	61.0	8.3	4	0	0.13	0.0	0
	2018-04-15	61	46	53.5	0.4	11	0	2.06	0.0	0
	2018-04-16	46	33	39.5	-14.0	25	0	0.01	T	0
	2018-04-17	37	31	34.0	-19.8	31	0	0.01	0.3	0
	2018-04-18	57	27	42.0	-12.2	23	0	0.23	0.0	0
	2018-04-19	52	35	43.5	-11.1	21	0	0.03	0.3	0
	2018-04-20	58	31	44.5	-10.4	20	0	0.00	0.0	0
	2018-04-21	60	30	45.0	-10.3	20	0	0.00	0.0	0
	2018-04-22	69	45	57.0	1.3	8	0	0.00	0.0	0
	2018-04-23	70	50	60.0	4.0	5	0	0.14	0.0	0
	2018-04-24	56	52	54.0	-2.4	11	0	0.27	0.0	0
	2018-04-25	62	49	55.5	-1.2	9	0	T	0.0	0
	2018-04-26	67	41	54.0	-3.1	11	0	0.00	0.0	0
	2018-04-27	71	46	58.5	1.1	6	0	T	0.0	0
	2018-04-28	53	36	44.5	-13.2	20	0	T	0.0	0
	2018-04-29	58	34	46.0	-12.1	19	0	0.00	0.0	0
	2018-04-30	70	35	52.5	-5.9	12	0	0.00	0.0	0
	Sum	1739	1124	-	-	522	9	5.23	2.9	-
	Average	58.0	37.5	47.7	-5.5	-	-	-	-	0.1
	Normal	64.1	42.2	53.2	-	367	12	3.85	0.5	-
	2018-05-01	81	44	62.5	3.8	2	0	0.00	0.0	0
	2018-05-02	85	57	71.0	12.0	0	6	0.00	0.0	0
	2018-05-03	81	69	75.0	15.7	0	10	0.09	0.0	0
	2018-05-04	83	57	70.0	10.3	0	5	0.18	0.0	0
	2018-05-05	69	51	60.0	0.0	5	0	0.00	0.0	0
	2018-05-06	78	56	67.0	6.7	0	2	0.06	0.0	0
	2018-05-07	74	52	63.0	2.4	2	0	0.00	0.0	0
	2018-05-08	80	48	64.0	3.1	1	0	0.00	0.0	0
	2018-05-09	84	55	69.5	8.3	0	5	0.00	0.0	0
	2018-05-10	80	63	71.5	10.0	0	7	0.17	0.0	0
	2018-05-11	80	57	68.5	6.7	0	4	0.00	0.0	0
	2018-05-12	87	60	73.5	11.4	0	9	T	0.0	0
	2018-05-13	87	58	72.5	10.1	0	8	0.00	0.0	0
	2018-05-14	87	63	75.0	12.3	0	10	T	0.0	0
	2018-05-15	88	65	76.5	13.5	0	12	0.66	0.0	0
	2018-05-16	78	62	70.0	6.7	0	5	0.05	0.0	0
	2018-05-17	82	61	71.5	8.0	0	7	0.03	0.0	0
	2018-05-18	75	66	70.5	6.7	0	6	0.09	0.0	0
	2018-05-19	81	66	73.5	9.4	0	9	0.01	0.0	0
	2018-05-20	79	65	72.0	7.6	0	7	0.00	0.0	0
	2018-05-21	83	61	72.0	7.3	0	7	0.72	0.0	0
	2018-05-22	83	66	74.5	9.5	0	10	0.22	0.0	0
	2018-05-23	77	60	68.5	3.2	0	4	0.00	0.0	0
	2018-05-24	83	55	69.0	3.4	0	4	0.00	0.0	0
	2018-05-25	87	57	72.0	6.1	0	7	0.00	0.0	0
	2018-05-26	86	65	75.5	9.3	0	11	1.57	0.0	0
	2018-05-27	89	68	78.5	12.0	0	14	0.00	0.0	0
	2018-05-28	91	68	79.5	12.7	0	15	0.00	0.0	0
	2018-05-29	90	68	79.0	11.9	0	14	0.00	0.0	0
	2018-05-30	86	71	78.5	11.1	0	14	0.28	0.0	0
	2018-05-31	87	71	79.0	11.3	0	14	0.42	0.0	0
	Sum	2561	1885	-	-	10	226	4.55	0.0	-
	Average	82.6	60.8	71.7	8.4	-	-	-	-	0.0
	Normal	74.1	52.4	63.3	-	138	84	3.99	0.0	-
	2018-06-01	82	68	75.0	7.0	0	10	T	0.0	0
	2018-06-02	83	67	75.0	6.6	0	10	0.00	0.0	0
	2018-06-03	84	64	74.0	5.3	0	9	0.08	0.0	0
	2018-06-04	76	59	67.5	-1.5	0	3	0.00	0.0	0
	2018-06-05	68	55	61.5	-7.8	3	0	0.57	0.0	0
	2018-06-06	69	50	59.5	-10.0	5	0	0.00	0.0	0
	2018-06-07	81	53	67.0	-2.8	0	2	0.00	0.0	0
	2018-06-08	85	66	75.5	5.4	0	11	0.54	0.0	0
	2018-06-09	87	65	76.0	5.6	0	11	0.41	0.0	0
	2018-06-10	82	66	74.0	3.3	0	9	0.03	0.0	0
	2018-06-11	74	66	70.0	-1.0	0	5	T	0.0	0
	2018-06-12	80	65	72.5	1.3	0	8	0.30	0.0	0
	2018-06-13	86	64	75.0	3.5	0	10	1.25	0.0	0
	2018-06-14	83	58	70.5	-1.3	0	6	0.00	0.0	0
	2018-06-15	86	60	73.0	1.0	0	8	0.00	0.0	0
	2018-06-16	89	65	77.0	4.7	0	12	0.04	0.0	0
	2018-06-17	92	70	81.0	8.5	0	16	0.00	0.0	0
	2018-06-18	93	72	82.5	9.7	0	18	0.00	0.0	0
	2018-06-19	88	74	81.0	8.0	0	16	0.38	0.0	0
	2018-06-20	87	71	79.0	5.8	0	14	0.15	0.0	0
	2018-06-21	74	66	70.0	-3.4	0	5	1.64	0.0	0
	2018-06-22	85	69	77.0	3.4	0	12	0.25	0.0	0
	2018-06-23	80	68	74.0	0.2	0	9	0.03	0.0	0
	2018-06-24	84	68	76.0	2.0	0	11	0.00	0.0	0
	2018-06-25	79	62	70.5	-3.6	0	6	0.00	0.0	0
	2018-06-26	83	63	73.0	-1.3	0	8	0.47	0.0	0
	2018-06-27	83	67	75.0	0.5	0	10	0.57	0.0	0
	2018-06-28	87	68	77.5	2.9	0	13	0.00	0.0	0
	2018-06-29	89	67	78.0	3.3	0	13	0.00	0.0	0
	2018-06-30	92	69	80.5	5.7	0	16	0.00	0.0	0
	Sum	2491	1945	-	-	8	281	6.71	0.0	-
	Average	83.0	64.8	73.9	2.0	-	-	-	-	0.0
	Normal	82.2	61.6	71.9	-	16	223	4.33	0.0	-
	2018-07-01	94	70	82.0	7.0	0	17	T	0.0	0
	2018-07-02	91	74	82.5	7.4	0	18	T	0.0	0
	2018-07-03	92	71	81.5	6.4	0	17	0.94	0.0	0
	2018-07-04	93	73	83.0	7.8	0	18	0.36	0.0	0
	2018-07-05	94	73	83.5	8.2	0	19	0.66	0.0	0
	2018-07-06	81	62	71.5	-3.9	0	7	0.00	0.0	0
	2018-07-07	81	58	69.5	-5.9	0	5	0.00	0.0	0
	2018-07-08	87	58	72.5	-3.0	0	8	0.00	0.0	0
	2018-07-09	90	61	75.5	0.0	0	11	0.00	0.0	0
	2018-07-10	91	69	80.0	4.5	0	15	T	0.0	0
	2018-07-11	84	63	73.5	-2.1	0	9	0.00	0.0	0
	2018-07-12	85	62	73.5	-2.1	0	9	0.00	0.0	0
	2018-07-13	90	66	78.0	2.4	0	13	0.00	0.0	0
	2018-07-14	93	70	81.5	5.9	0	17	0.00	0.0	0
	2018-07-15	87	75	81.0	5.4	0	16	0.00	0.0	0
	2018-07-16	88	73	80.5	4.9	0	16	0.24	0.0	0
	2018-07-17	87	68	77.5	1.9	0	13	0.00	0.0	0
	2018-07-18	83	63	73.0	-2.6	0	8	0.00	0.0	0
	2018-07-19	85	62	73.5	-2.0	0	9	0.00	0.0	0
	2018-07-20	78	66	72.0	-3.5	0	7	0.53	0.0	0
	2018-07-21	78	65	71.5	-4.0	0	7	0.32	0.0	0
	2018-07-22	82	67	74.5	-1.0	0	10	0.01	0.0	0
	2018-07-23	83	66	74.5	-0.9	0	10	1.30	0.0	0
	2018-07-24	82	68	75.0	-0.4	0	10	T	0.0	0
	2018-07-25	87	68	77.5	2.1	0	13	T	0.0	0
	2018-07-26	86	65	75.5	0.2	0	11	0.24	0.0	0
	2018-07-27	81	66	73.5	-1.8	0	9	0.00	0.0	0
	2018-07-28	80	61	70.5	-4.8	0	6	0.00	0.0	0
	2018-07-29	81	61	71.0	-4.2	0	6	T	0.0	0
	2018-07-30	82	66	74.0	-1.2	0	9	0.03	0.0	0
	2018-07-31	76	68	72.0	-3.2	0	7	0.83	0.0	0
	Sum	2652	2058	-	-	0	350	5.46	0.0	-
	Average	85.5	66.4	76.0	0.6	-	-	-	-	0.0
	Normal	85.4	65.4	75.4	-	0	323	4.67	0.0	-
	2018-08-01	75	68	71.5	-3.6	0	7	0.01	0.0	0
	2018-08-02	82	67	74.5	-0.6	0	10	0.00	0.0	0
	2018-08-03	85	66	75.5	0.5	0	11	0.06	0.0	0
	2018-08-04	90	68	79.0	4.0	0	14	0.00	0.0	0
	2018-08-05	90	72	81.0	6.1	0	16	0.00	0.0	0
	2018-08-06	90	71	80.5	5.6	0	16	0.00	0.0	0
	2018-08-07	87	71	79.0	4.2	0	14	0.28	0.0	0
	2018-08-08	84	71	77.5	2.7	0	13	0.14	0.0	0
	2018-08-09	85	68	76.5	1.8	0	12	0.00	0.0	0
	2018-08-10	82	69	75.5	0.8	0	11	1.16	0.0	0
	2018-08-11	80	67	73.5	-1.1	0	9	0.23	0.0	0
	2018-08-12	84	61	72.5	-2.0	0	8	0.01	0.0	0
	2018-08-13	84	63	73.5	-1.0	0	9	0.00	0.0	0
	2018-08-14	85	63	74.0	-0.4	0	9	0.00	0.0	0
	2018-08-15	85	67	76.0	1.7	0	11	0.13	0.0	0
	2018-08-16	78	70	74.0	-0.2	0	9	0.21	0.0	0
	2018-08-17	81	72	76.5	2.4	0	12	0.65	0.0	0
	2018-08-18	84	69	76.5	2.4	0	12	0.17	0.0	0
	2018-08-19	83	63	73.0	-0.9	0	8	0.00	0.0	0
	2018-08-20	85	64	74.5	0.7	0	10	0.41	0.0	0
	2018-08-21	83	72	77.5	3.8	0	13	0.25	0.0	0
	2018-08-22	76	59	67.5	-6.1	0	3	0.00	0.0	0
	2018-08-23	80	55	67.5	-6.0	0	3	0.00	0.0	0
	2018-08-24	81	58	69.5	-3.8	0	5	0.00	0.0	0
	2018-08-25	78	70	74.0	0.8	0	9	0.06	0.0	0
	2018-08-26	89	72	80.5	7.5	0	16	0.27	0.0	0
	2018-08-27	91	71	81.0	8.2	0	16	0.00	0.0	0
	2018-08-28	91	73	82.0	9.4	0	17	0.00	0.0	0
	2018-08-29	91	73	82.0	9.6	0	17	0.15	0.0	0
	2018-08-30	84	69	76.5	4.3	0	12	0.00	0.0	0
	2018-08-31	88	65	76.5	4.5	0	12	0.00	0.0	0
	Sum	2611	2087	-	-	0	344	4.19	0.0	-
	Average	84.2	67.3	75.8	1.8	-	-	-	-	0.0
	Normal	84.1	63.9	74.0	-	3	282	3.74	0.0	-
	2018-09-01	85	70	77.5	5.7	0	13	0.38	0.0	0
	2018-09-02	90	70	80.0	8.4	0	15	0.00	0.0	0
	2018-09-03	93	72	82.5	11.2	0	18	0.00	0.0	0
	2018-09-04	93	72	82.5	11.5	0	18	0.00	0.0	0
	2018-09-05	92	72	82.0	11.2	0	17	0.00	0.0	0
	2018-09-06	85	69	77.0	6.5	0	12	1.00	0.0	0
	2018-09-07	83	70	76.5	6.3	0	12	0.04	0.0	0
	2018-09-08	70	59	64.5	-5.4	0	0	1.44	0.0	0
	2018-09-09	63	56	59.5	-10.1	5	0	1.21	0.0	0
	2018-09-10	66	61	63.5	-5.8	1	0	0.01	0.0	0
	2018-09-11	69	62	65.5	-3.5	0	1	0.00	0.0	0
	2018-09-12	76	62	69.0	0.4	0	4	0.00	0.0	0
	2018-09-13	87	64	75.5	7.2	0	11	0.00	0.0	0
	2018-09-14	89	69	79.0	11.1	0	14	T	0.0	0
	2018-09-15	89	70	79.5	11.9	0	15	0.00	0.0	0
	2018-09-16	87	69	78.0	10.8	0	13	0.00	0.0	0
	2018-09-17	76	68	72.0	5.2	0	7	0.53	0.0	0
	2018-09-18	89	64	76.5	10.0	0	12	0.00	0.0	0
	2018-09-19	87	67	77.0	10.9	0	12	0.01	0.0	0
	2018-09-20	91	68	79.5	13.8	0	15	0.02	0.0	0
	2018-09-21	89	68	78.5	13.2	0	14	0.10	0.0	0
	2018-09-22	68	56	62.0	-2.9	3	0	0.00	0.0	0
	2018-09-23	71	54	62.5	-2.0	2	0	0.00	0.0	0
	2018-09-24	70	62	66.0	1.9	0	1	1.32	0.0	0
	2018-09-25	77	68	72.5	8.8	0	8	0.13	0.0	0
	2018-09-26	73	55	64.0	0.7	1	0	0.38	0.0	0
	2018-09-27	65	53	59.0	-3.9	6	0	T	0.0	0
	2018-09-28	74	48	61.0	-1.5	4	0	0.00	0.0	0
	2018-09-29	70	51	60.5	-1.5	4	0	0.00	0.0	0
	2018-09-30	80	54	67.0	5.4	0	2	0.00	0.0	0
	Sum	2397	1903	-	-	26	234	6.57	0.0	-
	Average	79.9	63.4	71.7	4.5	-	-	-	-	0.0
	Normal	77.8	56.5	67.2	-	61	125	3.14	0.0	-
	2018-10-01	85	59	72.0	10.8	0	7	0.00	0.0	0
	2018-10-02	82	69	75.5	14.7	0	11	0.07	0.0	0
	2018-10-03	84	66	75.0	14.6	0	10	0.01	0.0	0
	2018-10-04	79	55	67.0	7.0	0	2	0.36	0.0	0
	2018-10-05	74	51	62.5	2.9	2	0	0.00	0.0	0
	2018-10-06	88	65	76.5	17.4	0	12	T	0.0	0
	2018-10-07	87	67	77.0	18.3	0	12	0.00	0.0	0
	2018-10-08	88	68	78.0	19.7	0	13	0.00	0.0	0
	2018-10-09	86	69	77.5	19.6	0	13	0.00	0.0	0
	2018-10-10	82	68	75.0	17.5	0	10	0.17	0.0	0
	2018-10-11	71	46	58.5	1.4	6	0	T	0.0	0
	2018-10-12	55	43	49.0	-7.7	16	0	0.07	0.0	0
	2018-10-13	53	40	46.5	-9.8	18	0	0.02	0.0	0
	2018-10-14	59	42	50.5	-5.4	14	0	0.03	0.0	0
	2018-10-15	60	42	51.0	-4.5	14	0	0.11	0.0	0
	2018-10-16	56	36	46.0	-9.1	19	0	0.00	0.0	0
	2018-10-17	60	40	50.0	-4.7	15	0	0.00	0.0	0
	2018-10-18	54	33	43.5	-10.8	21	0	0.00	0.0	0
	2018-10-19	59	33	46.0	-7.9	19	0	0.04	0.0	0
	2018-10-20	62	37	49.5	-4.0	15	0	0.02	0.0	0
	2018-10-21	49	36	42.5	-10.6	22	0	0.00	0.0	0
	2018-10-22	64	32	48.0	-4.7	17	0	0.00	0.0	0
	2018-10-23	60	39	49.5	-2.8	15	0	0.00	0.0	0
	2018-10-24	54	34	44.0	-8.0	21	0	0.00	0.0	0
	2018-10-25	50	32	41.0	-10.6	24	0	0.00	0.0	0
	2018-10-26	50	42	46.0	-5.2	19	0	0.56	0.0	0
	2018-10-27	50	44	47.0	-3.8	18	0	0.31	0.0	0
	2018-10-28	56	42	49.0	-1.4	16	0	0.19	0.0	0
	2018-10-29	55	40	47.5	-2.5	17	0	0.01	0.0	0
	2018-10-30	63	37	50.0	0.3	15	0	0.00	0.0	0
	2018-10-31	63	56	59.5	10.2	5	0	0.63	0.0	0
	Sum	2038	1463	-	-	348	90	2.60	0.0	-
	Average	65.7	47.2	56.5	1.3	-	-	-	-	0.0
	Normal	65.5	44.8	55.2	-	323	18	2.90	0.2	-
	2018-11-01	61	48	54.5	5.6	10	0	1.80	0.0	0
	2018-11-02	52	42	47.0	-1.5	18	0	0.02	0.0	0
	2018-11-03	53	39	46.0	-2.1	19	0	0.07	0.0	0
	2018-11-04	60	38	49.0	1.2	16	0	T	0.0	0
	2018-11-05	60	50	55.0	7.6	10	0	0.07	0.0	0
	2018-11-06	60	45	52.5	5.5	12	0	0.60	0.0	0
	2018-11-07	52	35	43.5	-3.2	21	0	0.00	0.0	0
	2018-11-08	46	29	37.5	-8.8	27	0	0.00	0.0	0
	2018-11-09	42	33	37.5	-8.4	27	0	0.29	T	0
	2018-11-10	35	22	28.5	-17.0	36	0	0.00	T	0
	2018-11-11	42	22	32.0	-13.2	33	0	0.00	0.0	0
	2018-11-12	42	28	35.0	-9.8	30	0	T	T	0
	2018-11-13	39	29	34.0	-10.5	31	0	T	T	0
	2018-11-14	33	23	28.0	-16.1	37	0	0.00	0.0	0
	2018-11-15	36	31	33.5	-10.2	31	0	1.16	1.3	T
	2018-11-16	38	32	35.0	-8.4	30	0	T	T	T
	2018-11-17	44	38	41.0	-2.0	24	0	0.00	0.0	0
	2018-11-18	52	37	44.5	1.8	20	0	0.00	0.0	0
	2018-11-19	42	37	39.5	-2.8	25	0	0.62	0.0	0
	2018-11-20	38	34	36.0	-6.0	29	0	0.01	0.1	T
	2018-11-21	37	30	33.5	-8.1	31	0	0.00	0.0	0
	2018-11-22	38	29	33.5	-7.8	31	0	0.00	0.0	0
	2018-11-23	52	27	39.5	-1.5	25	0	0.00	0.0	0
	2018-11-24	52	42	47.0	6.4	18	0	0.72	0.0	0
	2018-11-25	55	37	46.0	5.7	19	0	T	0.0	0
	2018-11-26	51	32	41.5	1.5	23	0	0.32	0.2	0
	2018-11-27	32	25	28.5	-11.2	36	0	0.01	0.2	T
	2018-11-28	30	23	26.5	-12.8	38	0	0.01	0.3	1
	2018-11-29	35	23	29.0	-10.0	36	0	T	T	T
	2018-11-30	48	35	41.5	2.8	23	0	0.00	0.0	0
	Sum	1357	995	-	-	766	0	5.70	2.1	-
	Average	45.2	33.2	39.2	-4.4	-	-	-	-	0.0
	Normal	52.3	35.0	43.6	-	641	0	2.79	1.2	-
	2018-12-01	54	39	46.5	8.1	18	0	0.84	0.0	0
	2018-12-02	66	44	55.0	16.9	10	0	T	0.0	0
	2018-12-03	44	35	39.5	1.7	25	0	0.02	T	0
	2018-12-04	37	31	34.0	-3.5	31	0	0.02	0.1	0
	2018-12-05	33	28	30.5	-6.7	34	0	T	0.2	T
	2018-12-06	38	28	33.0	-3.9	32	0	0.05	0.1	0
	2018-12-07	34	21	27.5	-9.2	37	0	0.00	0.0	0
	2018-12-08	28	20	24.0	-12.4	41	0	0.00	0.0	0
	2018-12-09	36	22	29.0	-7.1	36	0	0.00	0.0	0
	2018-12-10	29	16	22.5	-13.3	42	0	0.00	0.0	0
	2018-12-11	41	20	30.5	-5.1	34	0	0.00	0.0	0
	2018-12-12	45	26	35.5	0.2	29	0	0.00	0.0	0
	2018-12-13	49	29	39.0	4.0	26	0	0.00	0.0	0
	2018-12-14	57	39	48.0	13.2	17	0	T	0.0	0
	2018-12-15	51	46	48.5	14.0	16	0	0.85	0.0	0
	2018-12-16	46	39	42.5	8.2	22	0	0.04	0.0	0
	2018-12-17	44	31	37.5	3.5	27	0	0.00	0.0	0
	2018-12-18	42	26	34.0	0.2	31	0	0.00	0.0	0
	2018-12-19	50	25	37.5	3.9	27	0	0.00	0.0	0
	2018-12-20	51	37	44.0	10.7	21	0	0.38	0.0	0
	2018-12-21	43	37	40.0	6.9	25	0	0.08	0.0	0
	2018-12-22	37	32	34.5	1.6	30	0	0.01	T	0
	2018-12-23	39	29	34.0	1.3	31	0	T	T	0
	2018-12-24	40	28	34.0	1.5	31	0	0.00	0.0	0
	2018-12-25	39	26	32.5	0.3	32	0	0.00	0.0	0
	2018-12-26	47	25	36.0	4.0	29	0	0.00	0.0	0
	2018-12-27	51	36	43.5	11.7	21	0	0.21	0.0	0
	2018-12-28	58	35	46.5	14.9	18	0	0.06	0.0	0
	2018-12-29	36	34	35.0	3.6	30	0	0.00	0.0	0
	2018-12-30	40	29	34.5	3.2	30	0	T	T	0
	2018-12-31	61	36	48.5	17.4	16	0	1.01	0.0	0
	Sum	1366	949	-	-	849	0	3.57	0.4	-
	Average	44.1	30.6	37.3	2.8	-	-	-	-	0.0
	Normal	41.5	27.4	34.5	-	947	0	3.13	5.1	-
	2018-01-01	12	-2	5.0	-27.5	60	0	0.00	0.0	1
	2018-01-02	18	-7	5.5	-26.8	59	0	0.00	0.0	1
	2018-01-03	26	0	13.0	-19.2	52	0	T	0.1	T
	2018-01-04	20	4	12.0	-20.0	53	0	T	T	T
	2018-01-05	15	-1	7.0	-24.9	58	0	0.00	T	T
	2018-01-06	20	-3	8.5	-23.3	56	0	0.00	0.0	T
	2018-01-07	37	8	22.5	-9.2	42	0	T	0.0	T
	2018-01-08	37	33	35.0	3.5	30	0	0.23	T	T
	2018-01-09	42	32	37.0	5.6	28	0	0.00	0.0	T
	2018-01-10	61	37	49.0	17.7	16	0	T	0.0	0
	2018-01-11	61	52	56.5	25.2	8	0	0.51	0.0	0
	2018-01-12	57	20	38.5	7.3	26	0	0.61	2.9	0
	2018-01-13	20	12	16.0	-15.1	49	0	0.01	T	3
	2018-01-14	20	8	14.0	-17.0	51	0	0.00	0.0	2
